"SiteID","SiteName","Latitude","Longitude","SpeciesID","SpeciesDesc","Kingdom","SpeciesType","PhenophaseID","PhenophaseCategory","PhenophaseDesc","Year","FirstYes","LastYes","NumLastNo","NumFirstNo","LastNo","FirstNo","TotDays","aveDays","YesDays","YesDurationGroup"
27475,"Palmetto Trail",29.783813,-90.117561,309,"trumpet creeper","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2017,355,355,1,0,354,355,2,2,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,309,"trumpet creeper","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2017,324,324,2,0,322,324,3,2,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,309,"trumpet creeper","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2017,322,354,23,1,299,355,57,45,33,"C. 21-50 Days"
27475,"Palmetto Trail",29.783813,-90.117561,940,"water tupelo ","Plantae","Deciduous broadleaf",390,"Fruits","Ripe fruits",2017,322,322,16,2,306,324,19,10,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,940,"water tupelo ","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2017,299,324,5,30,294,354,61,44,26,"C. 21-50 Days"
27475,"Palmetto Trail",29.783813,-90.117561,940,"water tupelo ","Plantae","Deciduous broadleaf",483,"Leaves","Leaves",2017,324,324,0,30,324,354,31,16,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,940,"water tupelo ","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2017,322,324,16,30,306,354,49,26,3,"B. 2-20 Days"
27475,"Palmetto Trail",29.783813,-90.117561,940,"water tupelo ","Plantae","Deciduous broadleaf",504,"Fruits","Recent fruit or seed drop",2017,299,322,5,2,294,324,31,28,24,"C. 21-50 Days"
27475,"Palmetto Trail",29.783813,-90.117561,940,"water tupelo ","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2017,322,322,16,2,306,324,19,10,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,1044,"eastern poison ivy","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2017,355,355,1,0,354,355,2,2,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,1044,"eastern poison ivy","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2017,324,324,2,30,322,354,33,17,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,1616,"possumhaw","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2017,324,324,2,30,322,354,33,17,1,"A. One Day"
27475,"Palmetto Trail",29.783813,-90.117561,1616,"possumhaw","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2017,322,324,16,30,306,354,49,26,3,"B. 2-20 Days"
27476,"Ring Levee Trail",29.785265,-90.110191,2,"boxelder","Plantae","Deciduous broadleaf",501,"Flowers","Open flowers",2017,298,298,11,25,287,323,37,19,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,2,"boxelder","Plantae","Deciduous broadleaf",504,"Fruits","Recent fruit or seed drop",2017,259,259,6,28,253,287,35,18,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,3,"red maple","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2017,259,259,6,0,253,259,7,4,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,81,"sweetgum","Plantae","Deciduous broadleaf",504,"Fruits","Recent fruit or seed drop",2017,341,341,18,0,323,341,19,10,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,296,"bald cypress","Plantae","Deciduous conifer",392,"Seed cones","Unripe seed cones",2017,323,323,0,18,323,341,19,10,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,296,"bald cypress","Plantae","Deciduous conifer",393,"Seed cones","Ripe seed cones",2017,259,259,6,0,253,259,7,4,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,296,"bald cypress","Plantae","Deciduous conifer",490,"Pollen cones","Pollen cones (conifers)",2017,287,287,0,11,287,298,12,7,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,305,"live oak","Plantae","Semi-evergreen broadleaf",471,"Leaves","Falling leaves",2017,259,298,6,25,253,323,71,56,40,"C. 21-50 Days"
27476,"Ring Levee Trail",29.785265,-90.110191,305,"live oak","Plantae","Semi-evergreen broadleaf",504,"Fruits","Recent fruit or seed drop",2017,259,323,6,18,253,341,89,77,65,"D. 51-100 Days"
27476,"Ring Levee Trail",29.785265,-90.110191,309,"trumpet creeper","Plantae","Deciduous broadleaf",390,"Fruits","Ripe fruits",2017,287,287,28,11,259,298,40,21,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,309,"trumpet creeper","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2017,245,245,0,8,245,253,9,5,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,309,"trumpet creeper","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2017,298,298,11,0,287,298,12,7,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,309,"trumpet creeper","Plantae","Deciduous broadleaf",500,"Flowers","Flowers or flower buds",2017,259,259,0,28,259,287,29,15,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,309,"trumpet creeper","Plantae","Deciduous broadleaf",501,"Flowers","Open flowers",2017,253,253,0,6,253,259,7,4,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,309,"trumpet creeper","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2017,259,259,6,28,253,287,35,18,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,722,"wax myrtle","Plantae","Evergreen broadleaf",371,"Leaves","Breaking leaf buds",2017,287,287,0,11,287,298,12,7,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,722,"wax myrtle","Plantae","Evergreen broadleaf",390,"Fruits","Ripe fruits",2017,259,259,6,0,253,259,7,4,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,722,"wax myrtle","Plantae","Evergreen broadleaf",484,"Leaves","Young leaves (tree/shrub)",2017,287,287,0,11,287,298,12,7,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,885,"honeylocust","Plantae","Deciduous broadleaf",390,"Fruits","Ripe fruits",2017,287,287,28,11,259,298,40,21,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,885,"honeylocust","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2017,287,287,28,0,259,287,29,15,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,885,"honeylocust","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2017,253,287,8,11,245,298,54,45,35,"C. 21-50 Days"
27476,"Ring Levee Trail",29.785265,-90.110191,885,"honeylocust","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2017,253,287,8,11,245,298,54,45,35,"C. 21-50 Days"
27476,"Ring Levee Trail",29.785265,-90.110191,885,"honeylocust","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2017,287,287,28,11,259,298,40,21,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,1044,"eastern poison ivy","Plantae","Deciduous broadleaf",390,"Fruits","Ripe fruits",2017,259,259,0,28,259,287,29,15,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,1044,"eastern poison ivy","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2017,259,259,0,28,259,287,29,15,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,1616,"possumhaw","Plantae","Deciduous broadleaf",390,"Fruits","Ripe fruits",2017,323,323,25,0,298,323,26,14,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,1616,"possumhaw","Plantae","Deciduous broadleaf",500,"Flowers","Flowers or flower buds",2017,298,298,11,25,287,323,37,19,1,"A. One Day"
27476,"Ring Levee Trail",29.785265,-90.110191,1616,"possumhaw","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2017,298,298,11,0,287,298,12,7,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,81,"sweetgum","Plantae","Deciduous broadleaf",371,"Leaves","Breaking leaf buds",2017,345,345,16,10,329,355,27,14,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,81,"sweetgum","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2017,355,355,10,0,345,355,11,6,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,81,"sweetgum","Plantae","Deciduous broadleaf",504,"Fruits","Recent fruit or seed drop",2017,325,325,24,4,301,329,29,15,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,81,"sweetgum","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2017,310,310,9,12,301,322,22,12,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,201,"common buttonbush","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2017,322,322,26,3,296,325,30,16,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,201,"common buttonbush","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2017,325,329,3,16,322,345,24,15,5,"B. 2-20 Days"
27477,"Bayou Coquille Trail",29.793816,-90.122452,201,"common buttonbush","Plantae","Deciduous broadleaf",483,"Leaves","Leaves",2017,329,329,0,16,329,345,17,9,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,201,"common buttonbush","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2017,329,329,0,16,329,345,17,9,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,201,"common buttonbush","Plantae","Deciduous broadleaf",504,"Fruits","Recent fruit or seed drop",2017,322,325,12,4,310,329,20,12,4,"B. 2-20 Days"
27477,"Bayou Coquille Trail",29.793816,-90.122452,296,"bald cypress","Plantae","Deciduous conifer",392,"Seed cones","Unripe seed cones",2017,329,329,4,16,325,345,21,11,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,296,"bald cypress","Plantae","Deciduous conifer",490,"Pollen cones","Pollen cones (conifers)",2017,296,296,0,5,296,301,6,4,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,296,"bald cypress","Plantae","Deciduous conifer",491,"Seed cones","Recent cone or seed drop",2017,325,325,3,0,322,325,4,3,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,296,"bald cypress","Plantae","Deciduous conifer",495,"Pollen cones","Open pollen cones (conifers)",2017,296,296,0,5,296,301,6,4,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,305,"live oak","Plantae","Semi-evergreen broadleaf",471,"Leaves","Falling leaves",2017,355,355,10,0,345,355,11,6,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,305,"live oak","Plantae","Semi-evergreen broadleaf",484,"Leaves","Young leaves (tree/shrub)",2017,355,355,30,0,325,355,31,16,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,305,"live oak","Plantae","Semi-evergreen broadleaf",498,"Leaves","Colored leaves",2017,310,322,9,3,301,325,25,19,13,"B. 2-20 Days"
27477,"Bayou Coquille Trail",29.793816,-90.122452,309,"trumpet creeper","Plantae","Deciduous broadleaf",390,"Fruits","Ripe fruits",2017,325,325,3,4,322,329,8,5,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,309,"trumpet creeper","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2017,301,329,5,16,296,345,50,40,29,"C. 21-50 Days"
27477,"Bayou Coquille Trail",29.793816,-90.122452,309,"trumpet creeper","Plantae","Deciduous broadleaf",483,"Leaves","Leaves",2017,345,345,0,10,345,355,11,6,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,309,"trumpet creeper","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2017,301,345,5,10,296,355,60,53,45,"C. 21-50 Days"
27477,"Bayou Coquille Trail",29.793816,-90.122452,309,"trumpet creeper","Plantae","Deciduous broadleaf",500,"Flowers","Flowers or flower buds",2017,325,325,3,4,322,329,8,5,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,309,"trumpet creeper","Plantae","Deciduous broadleaf",504,"Fruits","Recent fruit or seed drop",2017,325,325,3,4,322,329,8,5,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,309,"trumpet creeper","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2017,301,325,5,4,296,329,34,30,25,"C. 21-50 Days"
27477,"Bayou Coquille Trail",29.793816,-90.122452,722,"wax myrtle","Plantae","Evergreen broadleaf",390,"Fruits","Ripe fruits",2017,345,345,0,10,345,355,11,6,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,722,"wax myrtle","Plantae","Evergreen broadleaf",484,"Leaves","Young leaves (tree/shrub)",2017,355,355,10,0,345,355,11,6,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,804,"eastern baccharis","Plantae","Deciduous broadleaf",390,"Fruits","Ripe fruits",2017,329,329,0,16,329,345,17,9,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,804,"eastern baccharis","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2017,345,345,16,0,329,345,17,9,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,804,"eastern baccharis","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2017,345,345,16,10,329,355,27,14,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,804,"eastern baccharis","Plantae","Deciduous broadleaf",500,"Flowers","Flowers or flower buds",2017,296,296,0,5,296,301,6,4,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,804,"eastern baccharis","Plantae","Deciduous broadleaf",504,"Fruits","Recent fruit or seed drop",2017,301,301,5,0,296,301,6,4,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,804,"eastern baccharis","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2017,329,329,0,16,329,345,17,9,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,940,"water tupelo ","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2017,301,322,5,3,296,325,30,26,22,"C. 21-50 Days"
27477,"Bayou Coquille Trail",29.793816,-90.122452,940,"water tupelo ","Plantae","Deciduous broadleaf",504,"Fruits","Recent fruit or seed drop",2017,329,329,4,0,325,329,5,3,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,1044,"eastern poison ivy","Plantae","Deciduous broadleaf",390,"Fruits","Ripe fruits",2017,325,329,15,16,310,345,36,21,5,"B. 2-20 Days"
27477,"Bayou Coquille Trail",29.793816,-90.122452,1044,"eastern poison ivy","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2017,325,329,15,16,310,345,36,21,5,"B. 2-20 Days"
27477,"Bayou Coquille Trail",29.793816,-90.122452,1044,"eastern poison ivy","Plantae","Deciduous broadleaf",483,"Leaves","Leaves",2017,325,329,15,16,310,345,36,21,5,"B. 2-20 Days"
27477,"Bayou Coquille Trail",29.793816,-90.122452,1044,"eastern poison ivy","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2017,329,329,4,16,325,345,21,11,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,1044,"eastern poison ivy","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2017,325,329,15,16,310,345,36,21,5,"B. 2-20 Days"
27477,"Bayou Coquille Trail",29.793816,-90.122452,1045,"Chinese tallow","Plantae","Deciduous broadleaf",390,"Fruits","Ripe fruits",2017,301,329,5,26,296,355,60,45,29,"C. 21-50 Days"
27477,"Bayou Coquille Trail",29.793816,-90.122452,1045,"Chinese tallow","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2017,301,345,5,10,296,355,60,53,45,"C. 21-50 Days"
27477,"Bayou Coquille Trail",29.793816,-90.122452,1045,"Chinese tallow","Plantae","Deciduous broadleaf",483,"Leaves","Leaves",2017,345,345,0,10,345,355,11,6,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,1045,"Chinese tallow","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2017,345,345,0,10,345,355,11,6,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,1045,"Chinese tallow","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2017,325,329,3,26,322,355,34,20,5,"B. 2-20 Days"
27477,"Bayou Coquille Trail",29.793816,-90.122452,1605,"sugarberry","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2017,325,325,3,20,322,345,24,13,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,1605,"sugarberry","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2017,301,301,5,0,296,301,6,4,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,1605,"sugarberry","Plantae","Deciduous broadleaf",500,"Flowers","Flowers or flower buds",2017,325,325,3,4,322,329,8,5,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,1616,"possumhaw","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2017,301,301,5,0,296,301,6,4,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,1616,"possumhaw","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2017,301,301,5,0,296,301,6,4,1,"A. One Day"
27477,"Bayou Coquille Trail",29.793816,-90.122452,1616,"possumhaw","Plantae","Deciduous broadleaf",504,"Fruits","Recent fruit or seed drop",2017,301,301,5,21,296,322,27,14,1,"A. One Day"
27474,"Visitor Center Trail",29.784473,-90.114784,2,"boxelder","Plantae","Deciduous broadleaf",371,"Leaves","Breaking leaf buds",2018,81,86,7,10,74,96,23,15,6,"B. 2-20 Days"
27474,"Visitor Center Trail",29.784473,-90.114784,2,"boxelder","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2018,121,121,0,14,121,135,15,8,1,"A. One Day"
