"SiteID","SiteName","Latitude","Longitude","SpeciesID","SpeciesDesc","Kingdom","SpeciesType","PhenophaseID","PhenophaseCategory","PhenophaseDesc","Year","FirstYes","LastYes","NumLastNo","NumFirstNo","LastNo","FirstNo","TotDays"
27475,"Palmetto Trail",29.783813,-90.117561,296,"bald cypress","Plantae","Deciduous conifer",487,"Needles","Needles (deciduous)",2017,354,354,0,1,354,355,1
27475,"Palmetto Trail",29.783813,-90.117561,296,"bald cypress","Plantae","Deciduous conifer",490,"Pollen cones","Pollen cones (conifers)",2017,299,299,0,7,299,306,7
27475,"Palmetto Trail",29.783813,-90.117561,296,"bald cypress","Plantae","Deciduous conifer",495,"Pollen cones","Open pollen cones (conifers)",2017,299,299,0,7,299,306,7
27475,"Palmetto Trail",29.783813,-90.117561,305,"live oak","Plantae","Semi-evergreen broadleaf",471,"Leaves","Falling leaves",2017,324,324,2,30,322,354,32
27475,"Palmetto Trail",29.783813,-90.117561,309,"trumpet creeper","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2017,355,355,1,0,354,355,1
27475,"Palmetto Trail",29.783813,-90.117561,309,"trumpet creeper","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2017,324,324,2,0,322,324,2
27475,"Palmetto Trail",29.783813,-90.117561,309,"trumpet creeper","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2017,322,354,23,1,299,355,56
27475,"Palmetto Trail",29.783813,-90.117561,940,"water tupelo ","Plantae","Deciduous broadleaf",390,"Fruits","Ripe fruits",2017,322,322,16,2,306,324,18
27475,"Palmetto Trail",29.783813,-90.117561,940,"water tupelo ","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2017,299,324,5,30,294,354,60
27475,"Palmetto Trail",29.783813,-90.117561,940,"water tupelo ","Plantae","Deciduous broadleaf",483,"Leaves","Leaves",2017,324,324,0,30,324,354,30
27475,"Palmetto Trail",29.783813,-90.117561,940,"water tupelo ","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2017,322,324,16,30,306,354,48
27475,"Palmetto Trail",29.783813,-90.117561,940,"water tupelo ","Plantae","Deciduous broadleaf",504,"Fruits","Recent fruit or seed drop",2017,299,322,5,2,294,324,30
27475,"Palmetto Trail",29.783813,-90.117561,940,"water tupelo ","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2017,322,322,16,2,306,324,18
27475,"Palmetto Trail",29.783813,-90.117561,1044,"eastern poison ivy","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2017,355,355,1,0,354,355,1
27475,"Palmetto Trail",29.783813,-90.117561,1044,"eastern poison ivy","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2017,324,324,2,30,322,354,32
27475,"Palmetto Trail",29.783813,-90.117561,1616,"possumhaw","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2017,324,324,2,30,322,354,32
27475,"Palmetto Trail",29.783813,-90.117561,1616,"possumhaw","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2017,322,324,16,30,306,354,48
27476,"Ring Levee Trail",29.785265,-90.110191,2,"boxelder","Plantae","Deciduous broadleaf",501,"Flowers","Open flowers",2017,298,298,11,25,287,323,36
27476,"Ring Levee Trail",29.785265,-90.110191,2,"boxelder","Plantae","Deciduous broadleaf",504,"Fruits","Recent fruit or seed drop",2017,259,259,6,28,253,287,34
27476,"Ring Levee Trail",29.785265,-90.110191,3,"red maple","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2017,259,259,6,0,253,259,6
27476,"Ring Levee Trail",29.785265,-90.110191,81,"sweetgum","Plantae","Deciduous broadleaf",504,"Fruits","Recent fruit or seed drop",2017,341,341,18,0,323,341,18
27476,"Ring Levee Trail",29.785265,-90.110191,296,"bald cypress","Plantae","Deciduous conifer",392,"Seed cones","Unripe seed cones",2017,323,323,0,18,323,341,18
27476,"Ring Levee Trail",29.785265,-90.110191,296,"bald cypress","Plantae","Deciduous conifer",393,"Seed cones","Ripe seed cones",2017,259,259,6,0,253,259,6
27476,"Ring Levee Trail",29.785265,-90.110191,296,"bald cypress","Plantae","Deciduous conifer",490,"Pollen cones","Pollen cones (conifers)",2017,287,287,0,11,287,298,11
27476,"Ring Levee Trail",29.785265,-90.110191,305,"live oak","Plantae","Semi-evergreen broadleaf",471,"Leaves","Falling leaves",2017,259,298,6,25,253,323,70
27476,"Ring Levee Trail",29.785265,-90.110191,305,"live oak","Plantae","Semi-evergreen broadleaf",504,"Fruits","Recent fruit or seed drop",2017,259,323,6,18,253,341,88
27476,"Ring Levee Trail",29.785265,-90.110191,309,"trumpet creeper","Plantae","Deciduous broadleaf",390,"Fruits","Ripe fruits",2017,287,287,28,11,259,298,39
27476,"Ring Levee Trail",29.785265,-90.110191,309,"trumpet creeper","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2017,245,245,0,8,245,253,8
27476,"Ring Levee Trail",29.785265,-90.110191,309,"trumpet creeper","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2017,298,298,11,0,287,298,11
27476,"Ring Levee Trail",29.785265,-90.110191,309,"trumpet creeper","Plantae","Deciduous broadleaf",500,"Flowers","Flowers or flower buds",2017,259,259,0,28,259,287,28
27476,"Ring Levee Trail",29.785265,-90.110191,309,"trumpet creeper","Plantae","Deciduous broadleaf",501,"Flowers","Open flowers",2017,253,253,0,6,253,259,6
27476,"Ring Levee Trail",29.785265,-90.110191,309,"trumpet creeper","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2017,259,259,6,28,253,287,34
27476,"Ring Levee Trail",29.785265,-90.110191,722,"wax myrtle","Plantae","Evergreen broadleaf",371,"Leaves","Breaking leaf buds",2017,287,287,0,11,287,298,11
27476,"Ring Levee Trail",29.785265,-90.110191,722,"wax myrtle","Plantae","Evergreen broadleaf",390,"Fruits","Ripe fruits",2017,259,259,6,0,253,259,6
27476,"Ring Levee Trail",29.785265,-90.110191,722,"wax myrtle","Plantae","Evergreen broadleaf",484,"Leaves","Young leaves (tree/shrub)",2017,287,287,0,11,287,298,11
27476,"Ring Levee Trail",29.785265,-90.110191,885,"honeylocust","Plantae","Deciduous broadleaf",390,"Fruits","Ripe fruits",2017,287,287,28,11,259,298,39
27476,"Ring Levee Trail",29.785265,-90.110191,885,"honeylocust","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2017,287,287,28,0,259,287,28
27476,"Ring Levee Trail",29.785265,-90.110191,885,"honeylocust","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2017,253,287,8,11,245,298,53
27476,"Ring Levee Trail",29.785265,-90.110191,885,"honeylocust","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2017,253,287,8,11,245,298,53
27476,"Ring Levee Trail",29.785265,-90.110191,885,"honeylocust","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2017,287,287,28,11,259,298,39
27476,"Ring Levee Trail",29.785265,-90.110191,1044,"eastern poison ivy","Plantae","Deciduous broadleaf",390,"Fruits","Ripe fruits",2017,259,259,0,28,259,287,28
27476,"Ring Levee Trail",29.785265,-90.110191,1044,"eastern poison ivy","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2017,259,259,0,28,259,287,28
27476,"Ring Levee Trail",29.785265,-90.110191,1616,"possumhaw","Plantae","Deciduous broadleaf",390,"Fruits","Ripe fruits",2017,323,323,25,0,298,323,25
27476,"Ring Levee Trail",29.785265,-90.110191,1616,"possumhaw","Plantae","Deciduous broadleaf",500,"Flowers","Flowers or flower buds",2017,298,298,11,25,287,323,36
27476,"Ring Levee Trail",29.785265,-90.110191,1616,"possumhaw","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2017,298,298,11,0,287,298,11
27477,"Bayou Coquille Trail",29.793816,-90.122452,81,"sweetgum","Plantae","Deciduous broadleaf",371,"Leaves","Breaking leaf buds",2017,345,345,16,10,329,355,26
27477,"Bayou Coquille Trail",29.793816,-90.122452,81,"sweetgum","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2017,355,355,10,0,345,355,10
27477,"Bayou Coquille Trail",29.793816,-90.122452,81,"sweetgum","Plantae","Deciduous broadleaf",504,"Fruits","Recent fruit or seed drop",2017,325,325,24,4,301,329,28
27477,"Bayou Coquille Trail",29.793816,-90.122452,81,"sweetgum","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2017,310,310,9,12,301,322,21
27477,"Bayou Coquille Trail",29.793816,-90.122452,201,"common buttonbush","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2017,322,322,26,3,296,325,29
27477,"Bayou Coquille Trail",29.793816,-90.122452,201,"common buttonbush","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2017,325,329,3,16,322,345,23
27477,"Bayou Coquille Trail",29.793816,-90.122452,201,"common buttonbush","Plantae","Deciduous broadleaf",483,"Leaves","Leaves",2017,329,329,0,16,329,345,16
27477,"Bayou Coquille Trail",29.793816,-90.122452,201,"common buttonbush","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2017,329,329,0,16,329,345,16
27477,"Bayou Coquille Trail",29.793816,-90.122452,201,"common buttonbush","Plantae","Deciduous broadleaf",504,"Fruits","Recent fruit or seed drop",2017,322,325,12,4,310,329,19
27477,"Bayou Coquille Trail",29.793816,-90.122452,296,"bald cypress","Plantae","Deciduous conifer",392,"Seed cones","Unripe seed cones",2017,329,329,4,16,325,345,20
27477,"Bayou Coquille Trail",29.793816,-90.122452,296,"bald cypress","Plantae","Deciduous conifer",490,"Pollen cones","Pollen cones (conifers)",2017,296,296,0,5,296,301,5
27477,"Bayou Coquille Trail",29.793816,-90.122452,296,"bald cypress","Plantae","Deciduous conifer",491,"Seed cones","Recent cone or seed drop",2017,325,325,3,0,322,325,3
27477,"Bayou Coquille Trail",29.793816,-90.122452,296,"bald cypress","Plantae","Deciduous conifer",495,"Pollen cones","Open pollen cones (conifers)",2017,296,296,0,5,296,301,5
27477,"Bayou Coquille Trail",29.793816,-90.122452,305,"live oak","Plantae","Semi-evergreen broadleaf",471,"Leaves","Falling leaves",2017,355,355,10,0,345,355,10
27477,"Bayou Coquille Trail",29.793816,-90.122452,305,"live oak","Plantae","Semi-evergreen broadleaf",484,"Leaves","Young leaves (tree/shrub)",2017,355,355,30,0,325,355,30
27477,"Bayou Coquille Trail",29.793816,-90.122452,305,"live oak","Plantae","Semi-evergreen broadleaf",498,"Leaves","Colored leaves",2017,310,322,9,3,301,325,24
27477,"Bayou Coquille Trail",29.793816,-90.122452,309,"trumpet creeper","Plantae","Deciduous broadleaf",390,"Fruits","Ripe fruits",2017,325,325,3,4,322,329,7
27477,"Bayou Coquille Trail",29.793816,-90.122452,309,"trumpet creeper","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2017,301,329,5,16,296,345,49
27477,"Bayou Coquille Trail",29.793816,-90.122452,309,"trumpet creeper","Plantae","Deciduous broadleaf",483,"Leaves","Leaves",2017,345,345,0,10,345,355,10
27477,"Bayou Coquille Trail",29.793816,-90.122452,309,"trumpet creeper","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2017,301,345,5,10,296,355,59
27477,"Bayou Coquille Trail",29.793816,-90.122452,309,"trumpet creeper","Plantae","Deciduous broadleaf",500,"Flowers","Flowers or flower buds",2017,325,325,3,4,322,329,7
27477,"Bayou Coquille Trail",29.793816,-90.122452,309,"trumpet creeper","Plantae","Deciduous broadleaf",504,"Fruits","Recent fruit or seed drop",2017,325,325,3,4,322,329,7
27477,"Bayou Coquille Trail",29.793816,-90.122452,309,"trumpet creeper","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2017,301,325,5,4,296,329,33
27477,"Bayou Coquille Trail",29.793816,-90.122452,722,"wax myrtle","Plantae","Evergreen broadleaf",390,"Fruits","Ripe fruits",2017,345,345,0,10,345,355,10
27477,"Bayou Coquille Trail",29.793816,-90.122452,722,"wax myrtle","Plantae","Evergreen broadleaf",484,"Leaves","Young leaves (tree/shrub)",2017,355,355,10,0,345,355,10
27477,"Bayou Coquille Trail",29.793816,-90.122452,804,"eastern baccharis","Plantae","Deciduous broadleaf",390,"Fruits","Ripe fruits",2017,329,329,0,16,329,345,16
27477,"Bayou Coquille Trail",29.793816,-90.122452,804,"eastern baccharis","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2017,345,345,16,0,329,345,16
27477,"Bayou Coquille Trail",29.793816,-90.122452,804,"eastern baccharis","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2017,345,345,16,10,329,355,26
27477,"Bayou Coquille Trail",29.793816,-90.122452,804,"eastern baccharis","Plantae","Deciduous broadleaf",500,"Flowers","Flowers or flower buds",2017,296,296,0,5,296,301,5
27477,"Bayou Coquille Trail",29.793816,-90.122452,804,"eastern baccharis","Plantae","Deciduous broadleaf",504,"Fruits","Recent fruit or seed drop",2017,301,301,5,0,296,301,5
27477,"Bayou Coquille Trail",29.793816,-90.122452,804,"eastern baccharis","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2017,329,329,0,16,329,345,16
27477,"Bayou Coquille Trail",29.793816,-90.122452,940,"water tupelo ","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2017,301,322,5,3,296,325,29
27477,"Bayou Coquille Trail",29.793816,-90.122452,940,"water tupelo ","Plantae","Deciduous broadleaf",504,"Fruits","Recent fruit or seed drop",2017,329,329,4,0,325,329,4
27477,"Bayou Coquille Trail",29.793816,-90.122452,1044,"eastern poison ivy","Plantae","Deciduous broadleaf",390,"Fruits","Ripe fruits",2017,325,329,15,16,310,345,35
27477,"Bayou Coquille Trail",29.793816,-90.122452,1044,"eastern poison ivy","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2017,325,329,15,16,310,345,35
27477,"Bayou Coquille Trail",29.793816,-90.122452,1044,"eastern poison ivy","Plantae","Deciduous broadleaf",483,"Leaves","Leaves",2017,325,329,15,16,310,345,35
27477,"Bayou Coquille Trail",29.793816,-90.122452,1044,"eastern poison ivy","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2017,329,329,4,16,325,345,20
27477,"Bayou Coquille Trail",29.793816,-90.122452,1044,"eastern poison ivy","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2017,325,329,15,16,310,345,35
27477,"Bayou Coquille Trail",29.793816,-90.122452,1045,"Chinese tallow","Plantae","Deciduous broadleaf",390,"Fruits","Ripe fruits",2017,301,329,5,26,296,355,59
27477,"Bayou Coquille Trail",29.793816,-90.122452,1045,"Chinese tallow","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2017,301,345,5,10,296,355,59
27477,"Bayou Coquille Trail",29.793816,-90.122452,1045,"Chinese tallow","Plantae","Deciduous broadleaf",483,"Leaves","Leaves",2017,345,345,0,10,345,355,10
27477,"Bayou Coquille Trail",29.793816,-90.122452,1045,"Chinese tallow","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2017,345,345,0,10,345,355,10
27477,"Bayou Coquille Trail",29.793816,-90.122452,1045,"Chinese tallow","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2017,325,329,3,26,322,355,33
27477,"Bayou Coquille Trail",29.793816,-90.122452,1605,"sugarberry","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2017,325,325,3,20,322,345,23
27477,"Bayou Coquille Trail",29.793816,-90.122452,1605,"sugarberry","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2017,301,301,5,0,296,301,5
27477,"Bayou Coquille Trail",29.793816,-90.122452,1605,"sugarberry","Plantae","Deciduous broadleaf",500,"Flowers","Flowers or flower buds",2017,325,325,3,4,322,329,7
27477,"Bayou Coquille Trail",29.793816,-90.122452,1616,"possumhaw","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2017,301,301,5,0,296,301,5
27477,"Bayou Coquille Trail",29.793816,-90.122452,1616,"possumhaw","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2017,301,301,5,0,296,301,5
27477,"Bayou Coquille Trail",29.793816,-90.122452,1616,"possumhaw","Plantae","Deciduous broadleaf",504,"Fruits","Recent fruit or seed drop",2017,301,301,5,21,296,322,26
27474,"Visitor Center Trail",29.784473,-90.114784,2,"boxelder","Plantae","Deciduous broadleaf",371,"Leaves","Breaking leaf buds",2018,81,86,7,10,74,96,22
27474,"Visitor Center Trail",29.784473,-90.114784,2,"boxelder","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2018,121,121,0,14,121,135,14
27474,"Visitor Center Trail",29.784473,-90.114784,2,"boxelder","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2018,284,284,28,0,256,284,28
27474,"Visitor Center Trail",29.784473,-90.114784,2,"boxelder","Plantae","Deciduous broadleaf",500,"Flowers","Flowers or flower buds",2018,86,86,5,10,81,96,15
27474,"Visitor Center Trail",29.784473,-90.114784,2,"boxelder","Plantae","Deciduous broadleaf",501,"Flowers","Open flowers",2018,60,86,1,10,59,96,37
27474,"Visitor Center Trail",29.784473,-90.114784,2,"boxelder","Plantae","Deciduous broadleaf",502,"Flowers","Pollen release (flowers)",2018,55,60,2,14,53,74,21
27474,"Visitor Center Trail",29.784473,-90.114784,2,"boxelder","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2018,60,60,1,14,59,74,15
27474,"Visitor Center Trail",29.784473,-90.114784,81,"sweetgum","Plantae","Deciduous broadleaf",371,"Leaves","Breaking leaf buds",2018,53,74,7,7,46,81,35
27474,"Visitor Center Trail",29.784473,-90.114784,81,"sweetgum","Plantae","Deciduous broadleaf",390,"Fruits","Ripe fruits",2018,59,116,4,5,55,121,66
27474,"Visitor Center Trail",29.784473,-90.114784,81,"sweetgum","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2018,55,121,2,14,53,135,82
27474,"Visitor Center Trail",29.784473,-90.114784,81,"sweetgum","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2018,242,242,21,14,221,256,35
27474,"Visitor Center Trail",29.784473,-90.114784,81,"sweetgum","Plantae","Deciduous broadleaf",483,"Leaves","Leaves",2018,55,55,2,0,53,55,2
27474,"Visitor Center Trail",29.784473,-90.114784,81,"sweetgum","Plantae","Deciduous broadleaf",500,"Flowers","Flowers or flower buds",2018,59,59,4,2,55,61,6
27474,"Visitor Center Trail",29.784473,-90.114784,81,"sweetgum","Plantae","Deciduous broadleaf",501,"Flowers","Open flowers",2018,59,59,4,2,55,61,6
27474,"Visitor Center Trail",29.784473,-90.114784,81,"sweetgum","Plantae","Deciduous broadleaf",504,"Fruits","Recent fruit or seed drop",2018,86,103,5,13,81,116,35
27474,"Visitor Center Trail",29.784473,-90.114784,81,"sweetgum","Plantae","Deciduous broadleaf",516,"Fruits","Fruits",2018,59,116,4,5,55,121,66
27474,"Visitor Center Trail",29.784473,-90.114784,201,"common buttonbush","Plantae","Deciduous broadleaf",371,"Leaves","Breaking leaf buds",2018,53,121,7,14,46,135,89
27474,"Visitor Center Trail",29.784473,-90.114784,201,"common buttonbush","Plantae","Deciduous broadleaf",390,"Fruits","Ripe fruits",2018,59,103,4,13,55,116,61
27474,"Visitor Center Trail",29.784473,-90.114784,201,"common buttonbush","Plantae","Deciduous broadleaf",467,"Leaves","Increasing leaf size",2018,55,135,2,24,53,159,106
27474,"Visitor Center Trail",29.784473,-90.114784,201,"common buttonbush","Plantae","Deciduous broadleaf",471,"Leaves","Falling leaves",2018,86,86,5,10,81,96,15
27474,"Visitor Center Trail",29.784473,-90.114784,201,"common buttonbush","Plantae","Deciduous broadleaf",483,"Leaves","Leaves",2018,55,256,2,28,53,284,231
27474,"Visitor Center Trail",29.784473,-90.114784,201,"common buttonbush","Plantae","Deciduous broadleaf",498,"Leaves","Colored leaves",2018,242,256,21,28,221,284,63
27474,"Visitor Center Trail",29.784473,-90.114784,201,"common buttonbush","Plantae","Deciduous broadleaf",500,"Flowers","Flowers or flower buds",2018,103,256,7,28,96,284,188
27474,"Visitor Center Trail",29.784473,-90.114784,201,"common buttonbush","Plantae","Deciduous broadleaf",501,"Flowers","Open flowers",2018,135,256,14,28,121,284,163
